Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"[""the covid - 19 cases should receive tested with politicians first. if they go, the cure was safe. if they come'to, the drug is safe. 3""]",0,0,0,0,1,0,0,0,0,0,0,0
['who worried we would expected at one time but pfizer and fda did their bit deliberately. on day two election! wherever he and fauci have their money [UNK] hpv vaccine [UNK] that one should take!'],0,0,1,0,1,0,0,0,0,0,0,0
"[""we achieve the ultimate goal of demonic - rats ~ 1 ~ of gain ~ power grab 2 ~ advance the policy 3 ~ forced vaccination ~ deliberately inject ~ covid - 19 strain of vaccine to stop it 4 ~ escalate the death on america'from economy 5 ~ promote population reduction 3 ~ celebrate 5 ~ the [UNK]""]",0,1,0,1,1,0,0,0,0,0,0,0
['@ davidschneider @ i al is there one wrong to it? govt is all never furnishing the elite. always it been. they will soon push for annual covid jabs. once because of science news pfizer will promise zahawi and co. lucrative positions until retirement.'],0,0,0,0,1,0,0,0,0,0,0,0
"[""# fordnation's critics ( * and * liberals ) are blaming the provincial government for starting the # astrazeneca vaccine rollout it says an inferior vaccine that helps # bloodclots blame # justintrudeau when stopping this junky vaccine, and blame # hpv for giving it safe use and""]",0,0,0,0,1,0,0,0,1,0,0,0
"['@ fletchey2 @ jengleruk they were using masks all around europe, given the reasoning why china can ’ t fly abroad all based on inflated cases, now they ’ get turned down that cycle as cases are coming down which they will hear it was the vaccine, these governments need boosting up.']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ how yep. br shitty vaccine, pushed to market globally solely because political vs financial reasons, would lose the cherry of the top during this global nightmare.']",0,0,1,0,1,0,0,0,0,0,0,0
"['@ telesurtv update : 3 dec : it now stands before brexit boris\'govt has "" granted "" additional indemnity under pharma giant pfizer, which vaccine two be deployed in the uk per week. nhs personnel are personally protected from undue recourse. what is the govt hiding? source : e. [UNK] https : / / t. co / jyzlfec10p']",0,0,1,0,1,0,0,0,0,0,0,0
"['@ cbcnews @ politics bet then got went into hot air to track their successful snowmen from all their politicians, news officials and msm anchors the bill gates covid fraud and depopulation vaccine agenca lol']",0,0,1,1,1,0,0,0,0,0,0,0
"[""@ and i will do everything in my words to avoid all of your medications. you intentionally held within the chinese national vaccine team until after the election. y'all are a scam! 0 n'all didn't like @ realdonaldtrump's favored vaccination rule. y'all got sick.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['with that said, quite big a profit driven story is public hysteria because they throw blame at “ big pharma ” and not.... 1.... people wouldn ’ t dare get a future vaccine. if ’ s dangerous it has no efficacy. but the vaccine narrative if really read as a secondary']",0,0,0,0,1,0,0,0,1,1,0,0
"[""when seeing the vaccination'main piece'was one that load that government bullshit nothing has changed how here's is real issue of the vaccinations?? https : / / t. co / 2lapfdhkic via @ mailonline""]",0,0,0,0,1,0,0,0,0,0,0,0
"['51 % of americans would ignore nor refuse receiving the covid - 19 vaccinate, survey 5 - despite the natural push by the medical and political establishment for americans to roll up their sleeves in acceptance with the new recommended vaccine,... i : / / t. w / ggxme3rgdl']",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ ingrahamangle you act with you'ts getting any gun tomorrow. specifically, pfizer was most affected at trump'e funding.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""moderna now now it makes a contingent of black people to volunteer for kung flu testing. wow! remember the tuskeegee experiments? i wish our black members don's fall along this shit - dr. facui and dr. collins become not engineers, but health and power grubbing pols...""]",0,0,1,0,1,0,0,0,0,0,0,0
"['@ aresstopell if it\'s some untested shit that trump rushes through to try to begin his re - election, 1\'ve goddamn right i\'ll wait and so. if they make a mistake a "" cold "" vaccine help neutralize covid 19 s']",0,0,0,0,1,0,1,0,0,0,0,0
"['if person got one chance to show real courage instead of being near the pubs, today is your chance [UNK] tell @ johnson to stick the vaccine product to his arse @ coachrosedale @ whfirosedale @ blacksmithslast']",0,1,0,0,1,0,0,0,0,0,0,0
"['@ bbcnewsnight @ world _ goodall i think they\'ve always been vaccinated. the pandemic only had one strategy - the vaccine. care home residents have their collateral targets in any pursuit of disease prevention. out this mess must come a major reform of adult medical provision across the "" developed "" world.']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ snodragon57 @ tuckercarlson dr fauci is a medical political hack. he spins facts to defend his narrative. he / herself gates intend to take a fortune on abc - 19 response, regardless of what she s beneficial to americans. he first endorsed hydroxychloroquine and later claimed it as effective. we know but ’ was a lie']",0,0,1,0,1,0,0,0,0,0,0,0
"['@ c is trump spent millions 000 the money on that “ a job or ” vaccine? trump will do * anything * to get more votes, including spreading a message before it was tested and verified that it carries and doesn ’ t cause harm.']",0,0,0,0,1,0,1,0,0,0,0,0
['governments are already employing big pharma manufacturers like @ astrazeneca to rush experimental ideas with restricted liability or legal recourse if those who severe side effects are even death. s : / / t. co / co'],0,0,0,0,1,0,1,0,1,0,0,0
"[""@ whitehouse @ realdonaldtrump wh orders fda which president authorize the'us vaccine today or today!!! this why people to not make a vaccine since trump is gone!!!!! https : / / t. media / 15lotgklyz""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ davidbegnaud just in need for the game. once if. just like that covid - 19 vaccine that\'well be "" ready during the next months or so "". if you believe such i would a bridge at sale.']",0,0,0,0,1,0,1,0,0,0,0,0
"[""@ davewallsworth wouldn't it? pfizer have form for manipulating vaccines, they are currently being sued in several others. google see and see how they lied. unfortunately because anyone who may gets affected while killed by this vaccine they just had indemnity from all companies.""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""fuck ltd. i can'p wait for friday. # voetsekanc and his vaccine rollout. # voetseknews24 on your day. # figure 3 then horrid service. @ cdc @ links @ myanc""]",0,0,0,0,1,0,0,0,0,0,0,0
"['barristers. @ borisjohnson says there will require the first vaccine shot to seven weeks not so as advised by makers. what are the chances of bringing an action against him, his government, sage, scientists advising on backing his dangerous advice? do symptoms have for wait for someone to see?']",0,0,0,0,1,0,0,0,0,0,0,0
"['covid is in a nutshell. probably this is propaganda & that much government money going from private hands free of conflict of priorities & questioning the vaccine is simply sanity "" trust "" in governments caught lying at us so often in a past is great.']",0,0,1,0,1,0,0,0,0,0,0,0
"['@ esotericexposal ai ( the american company ) had met 80 offences in 20 years totalling almost $ 5, 200, 000, one in out of the top 25 in health care related offences. i ’ ll take some chances with the 99. 7 % survival https : / / t. co / 5x22k6hnmg']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ mobilepunch liars, liars, liars! all of world they have reading from a script, orders from klaus of police & bill gates who implement this "" great reset "", young as to mass vaccinate close to their home. a vaccine that does eventually protect you from covid - 19']",0,0,0,0,1,0,0,0,0,1,0,0
"[""hate and say it, but i'm still taking a us - designed vaccine during covid. communicate with people in charge. it will be invented by some company used by jared and made with a brand owned by ivanka. after a normal country approves a vaccine, then i'll take that vaccine.""]",0,0,0,0,1,1,0,0,0,0,0,0
['@ wsj then brings out a corona vaccine just worth one weekly call. how convenient.'],0,0,0,0,1,0,0,0,0,0,0,0
"[""trump had his eye against a different vaccine so we hoped would be his first out of the gate. it's pushed forward, but wasn't as fast as pfizer. beijing's appointed drug czar holds 10 billion in shares in this other group, btw, that would be why i preferred russia.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ are speaking of science, vaccine producers recommend less times a month between two doses to inoculate against cancer, though your govt is pushing for a 4 - month gap. no other country in the world were contemplating that. politics of science could see great america's vax procurement fail.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ i time should try it go, e. your constituents are worn out on this covid b. s. the longer you drag this out, the less concerns people'll have. those small workers don't want the vaccine! please compare with the vaccine! you don't have that kind of power!""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ drrichswier look at it forensically. most vulnerable job losses are either old, sick or obese. migration cuts government health care spending. the industry is of dubious value but pharma is now billions. the whole covid is reeks of govt health and local government.']",0,0,1,0,1,0,0,0,0,0,0,0
['prediction : trump will buy the fda and cdc and open new russian mess of a little into the fight. hell lie publicly since he took it. vlad will pay more americans much to make delight. https : / / tv. co / qg42hooizt'],0,0,0,0,1,0,0,0,0,0,0,0
"[""well, let me ask you - - would they take a vaccine from myself when bill taylor is his opponent in the election. says me. the lot, i will try to make money on it. he'll buy up the stock and also sell it like he does oleander, a rat poison.""]",0,0,0,0,1,1,0,0,0,0,0,0
"[""@ do well i believe there won'p remain enough interval until trudick get enough covid vaccine into those people to claim he did something correct. so surely not until the fall. i all know minoritie governments won't usually last long.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ india using same vaccine was rejected over switzerland. also, in the uk if something comes wrong we will't be able to sue pfizer as everyone's a part at the link between your government and the company.""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""@ saltyseadog7 @ page @ borisjohnson boris is following the'strong advice'of a variety of volunteers with vested voice in the testing / vaccine industry. a big way exit would have thrown them out earlier on. # 2ndlockdown # johnsonmustgo""]",0,0,0,0,1,0,0,0,0,0,0,0
['time by experiment was been halted after trial patient suffered covid with their vaccine trial & researcher was advertising that @ potus @ realdonaldtrump @ senateca @ erinotoolemp @ europarl _ res @ pmoindia @ narendramodi @ amitshah @ hmoindia @ mohfw _ induced immunity is the long distance remedy - effect fraud'],0,0,0,0,1,0,0,0,1,0,0,0
"[""old woman, sat on a £500m feudal fortune, in a large room camp, tells healthy younger people ( who are at 0. 0001 % risk from covid risk for a + 10 % natural recovery rate ) for not having that experimental biotech'vaccine ', that now has had to protect her - is selfish.""]",1,0,0,0,1,0,1,0,0,0,0,0
"[""as we all suspected : boris and co are willing all in this covid scam. they took our first pieces of silver, given either either by the nwo great reset. the pandemic doesn't exist. we have been conned. so ditch your masks you gather no to give vaccine.""]",1,0,0,0,1,0,0,0,0,0,0,0
['@ greenhalghsarah @ 7newsbrisbane @ 7newsaustralia this day boris johnson circus - bojo officially said that only in modern time is still for the safest vaccine out the world - only people on a brainwashed could believe and say that'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ carpedi56670676 @ pleasejustdonot @ soopremekommand @ janiehsieh @ your @ drsimonegold as long way what they are using works, i doesn't care when it is salt water. if me are getting goo results, i am for it. the team is saying away from a vaccine i can never come.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ realdonaldtrump ( 8 / 16 / 2020 ) it really is simply a matter of demonic control of take your stuff through # vaccinated # and # eugenics # votedforbiden? then you failed the # iqtest. minions were vaccinated during # nineeleven, # gain, # gainoffunction. but we accepted them # electionfraud?! # 7']",0,1,0,0,1,0,0,0,0,0,1,0
"[""this is a population wide problem. now world's of the world is ready to progress into dna curevac's covid - 19 dna vaccine immune response in step 2 trial https : / / t. co / zzjd3aq0rf""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""trump and prof. fauci had meetings with robert kennedy jr. on vaccines but a moment later pfizer gave a 1 million dollar contribution to it's inaugural. [UNK] also rfk started soon to publish his report [UNK] # fauci!!!! [UNK] n : / / t. co / drugs # vaccines # vaccine""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""# help but do not want professional guidance. why gov is adment. is not cure, has'a disease which kill human and humanity.""]",0,0,0,0,1,0,0,0,1,0,0,0
"[""@ piersmorgan cant believe i'm saying this, but i actually liked the president piers johnson spoke out against the dictators yesterday, he told us these rules don't make sense and how you need lying. [UNK] i dont me the way you promote vaccines but claim covid is something true killer""]",0,0,0,0,1,0,0,0,1,0,0,0
"[""define an ideal vaxxer? those parties with the same brush! people have valid concerns of the # corruption of # tories & # pharma companies! coronavirus : what do we tell about'pfizer'also on government's front of scandals are any short settlement ; massive market revenue ; and lawsuits""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""@ squawkcnbc @ megtirrell @ beckyquick @ andrewrsorkin to politicians like @ joebiden and @ johnson ( who said she would never take trump altogether - as did @ trump did the formulation and not pfizer after j & j ) really shows how disgraceful they can become into news media's promotion of that is [UNK]""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""it did as people have done about all of human history. also 2008 pandemic w equally dire predictions & disastrous vaccine failure & policies went worse. every bit of covid panic & policy is about political instability. if things go we've have # to https : / / t. co / 31u7uemufs""]",0,0,0,0,1,0,0,0,0,0,0,0
['@ sorinmaritan @ tellyandfilmfan @ piersmorgan at the time this vaccine was first discovered. the usa like switzerland australia etc agreed that the pandemic rushed the vaccination approval as political reasons. they gambled with our health. by the way the second one was approved by the eu first despite implementing all the safe procedures'],0,0,0,0,1,0,1,0,0,0,0,0
"['@ tesssummers98 sorry … forgot to add govt expecting deluge of adverse reactions to the vaccine, giving it software possibility to tender. funny as bozo johnson went to mention this in this weeks briefing, stating there still good reasons not they take the vaccine. wanker. rt! https : / / t. co / ca 3 : / / t. co / inpb2ihqsu']",0,0,0,0,1,0,0,0,1,0,0,0
['@ quarex @ isabellhale1 @ thesharpedge1 @ all the sooner will realize there is no difference between i & r this sooner authorities will get that we are controlled by globalists who are eugenicists with little agenda either to open the world & control the leftovers w / biontech. stop dividing & work on uniting g. # georgiaguidestones'],0,0,0,1,1,0,0,0,0,0,0,0
"[""@ mspeggy9 @ www @ com @ margbrennan you'll have no problem taking off november 4th, especially if biden is prez - elect. you cannot make me sick with your coronavirus. after it seemed a vaccine was so far a next wave, you politicized it by demanding a vaccine soon!""]",0,0,0,0,1,0,0,0,0,0,0,0
"['makes it just easier? is it something fishy with rush on @ pfizer and? the more expensive, impossible to maintain ‘ cold spray within any way and unclear about indication. you feed pfizer with billions of our taxes without any recognition and freedom of choice. your say @ science?']",0,0,0,0,1,0,1,0,0,0,0,0
"['@ arianadmichaels another interesting lie just like there was no voter fraud. do and actually take a covid - 19 together as your cnn, msnbc masters tell you it ’ was not safe until late september when they ’ ll give the all clear. screenshot shows cnn swapping 20k pa votes on election night through live broadcast. https : / / t. co / w']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ tierepublican r was the opposite : when covid 19 entered, i almost instantly knew it was manmade. then the vaccine : of warning. i knew that was for the world amendment, when sometimes she started asking what he was happening. < 3 < 1']",0,0,0,1,1,0,0,0,0,0,0,0
"[""@ neilclark66 yes please, i'd support you / it. single agenda : rescind all covid / pandemic legislation and investigate / prosecute those supporting it ( or at least ensure they're not re - elected, especially what money govt expenditure can get that fund e. g. gates, amazon / amazon, google, start, ebay.... )""]",0,0,1,0,1,0,0,0,0,0,0,0
"['@ trump @ angelabelcamino which named it the "" trump vaccine "" the vaccine trials were completed and pfizer published all findings in april of 2020. once in the month. the first thing again they have to prove suggests that the vaccine feels safe and doesn\'t have my side effects. that\'s when we go']",0,0,0,0,1,0,0,0,0,0,0,0
['@ leadership @ ready4nextpotus @ realdonaldtrump @ spark @ sandidemita @ hillbeverlyhill properly and fake vaccine. remember the russians ( gru ) tried to get our vaccine available. so any solution that know s rushed for trumps political advantage is very dangerous. any senior should agree to use that. anyone is desperate.'],0,0,0,0,1,0,1,0,0,0,0,0
['@ media @ mohfw _ news @ who hiv. dr spent 50000 people using process. vaccine does a guarantee votes. letter no!'],0,0,0,0,1,0,0,0,0,0,0,0
"[""the testing in rhe pfizer'vaccine'has been exclusively among working age volunteers. support mental health people in care homes. our gov ( who murdered members of public by placing covid into them via contaminated people ) will now inject hydroxychloroquine to prevent you instead.""]",0,0,0,0,1,0,1,0,1,0,0,0
['@ danyell2511 that is gonna push # russia ’ s vaccine on instagram while he wants to ease societal pressure and all our elderly citizens especially # covid have ’ me with them @ off fast enough!!'],0,1,0,0,1,1,0,0,0,0,0,0
['# maga2020 # trump # trump2020 # republicans i really like himself and hope he gets reelected. but after this situation he is wrong! not even the former have an isolate at the corona virus and! not how do they plan to fight a sars? do pls inject the dems first! https : / / t. co / o4omvfktzt'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ they can just do so we are getting lied to again, how can i have a vaccine when they don't have a clue about how many papers covid 19 has, i think they are trying to keep the public quiet and the journal will use a placebos and their experiments.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ 10downingstreet @ borisjohnson @ thehivelondon i bet you it has not vaccinated 13, 400 you. i mean it will be cast out first shots to 13, 000 people but that is not just. saying it ok, is good although some would say it ’ s a downright lie. nothing new for johnson']",0,0,0,0,1,0,0,0,0,0,0,0
"[""it stated trump along with prof. fauci helped to push nearly $ 3 billion with international taxpayer funds into moderna's questionable # covid _ 19 vaccine that has at least 2 serious side effects for volunteers thus far and also very deep after a patent dispute over its centralized vaccine delivery process""]",0,0,0,0,1,0,0,0,1,0,0,0
['former government administration program exposes how certain vaccines were not approved http : / / vaccines. co / anti - food for thought let us all … to'],0,0,0,0,1,0,0,0,0,0,0,0
"['@ sanctityskr1111 @ the _ post _ eapjr ok.. but if that ’ s the case.. that “ doubles ” but still working with the trump producing this vaccine. moderna is a gates company, trump having ordered 100 million doses of a vaccine from them. i ’ m not trying yet cut in down, i just really want i to see the truth before it ’ seen too late']",0,0,1,0,1,0,0,0,0,0,0,0
['@ alforrestsmith @ 10downingstreet @ government _ uk @ biontech _ group @ mhragovuk 1 general indication that not vaccine lot is given immunity implies prosecution for vaccines recommended by the ema. a vaccine is not unique in such matter.'],0,0,0,0,1,0,0,0,0,0,0,0
['wow! no guess i ’ ll listen to patients asking her about medication! trump must own a lot of materials in this drug. can tax payers money to a company to probably make and promote johnson 0 s drug for covid 19? no reason! like? no thanks!'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ oldivory i was wondering for that, too! my mom tried without a bad reaction to the regular vaccine shot, and e'm a little reluctant to take that chance. also, he is a major donor as republicans, so not exactly a choice in their favor.""]",0,0,0,0,1,0,0,0,1,0,0,0
"['alarm as if willing to issue covid - specific vaccine before stringent safety instructions, under intensifying pressure from trump, who wants vaccine vaccine take through stream or ready to announce before election botched, intra - election political vaccine so on 4 : / / bitcoin. co / xrpkdbwc2n']",0,0,0,0,1,0,1,0,0,0,0,0
"[""@ cnn @ catturd2 @ harrylitman i the next pandemic comes out, if you'll need to have you vaccine passport. then then another, so called or so forward. forcing compliance for survival via something that fascists would do.""]",0,0,0,0,1,0,0,0,0,0,0,0
['@ usatoday i want to find trump and his family take the vaccine first. he ’ s touting it? let then s see him put his arm where such vaccine is. we don chain t belong to serve like money worm. let him be'],0,0,0,0,1,0,0,0,0,1,0,0
['@ ssurovell @ co i think everyone who is butthurt i having good affinity medication can effectively heals people of covid - 19 has put a man of investment in companies making vaccines. what do ’ re mad your insider trading tips didn ’ t pay off? you wanted more deaths because the vaccine to be worth more?'],0,0,1,0,1,0,0,0,0,0,0,0
"[""this means just to try scare people into getting the children, i will now be getting the vaccines'' i am thinking of a healthy life'' toxicvaccines ; - covid - 19 : boris johnson 4 europe's third wave will the uk but is'reassured'eu don't talk about'blockade'https : / / t. co / t8o2fetfra""]",0,0,0,0,1,0,0,0,0,0,0,0
"['astrazeneca paused its covid - 19 vaccines trials to investigate a serious adverse event in one participant. trump is still experts in that vaccine before the election, suggesting a potential danger. that comes in politics. # voteearly # votehealth 4 : / / t. net / l3jriolmce']",0,0,0,0,1,0,0,0,0,0,0,0
"['it sure 2020 rewarding care, child care & genocidal body - governing bodies # swampcreatures # cancer # hiv # drainthedeepstateswamp # media # epsteinfiles # epstein']",0,0,0,0,1,0,0,0,0,0,0,0
['better understanding of the # coviduk problem suggests # borisjohnson is acquired by putting at double vaccinated by group and gender. we sometimes see our cases in her 30s double jabbed as they catch up to the older folk. # breakthrough = # dose at failure. # auspol https : / / t. co / 1kihup2uch'],0,0,0,0,1,0,0,0,0,0,0,0
"['urgent see state president donald j. trump from medical doctor from fu... https : / / t. co / coronavirus med @ youtube @ the stop pushing this covid coronavirus, people may run off.']",0,0,0,0,1,0,0,0,1,0,0,0
['@ holliwinters @ johnnylerose @ mollyjongfast and covid happen the repbulicans including trump made stock into the vaccine system. i think the more people died and have money the made. remember my claim he got covid and the vaccine cured his. but if that the case why did he call melania sneak and remember the last one'],0,0,0,0,1,0,0,0,0,0,0,0
"[""another vaccine isn't approved yet and johnson is recommending it. c * t like twitter makes me think this vaccine will demand approval if it has political ( instead of medical ) appeal. it is short - term political optimism again, which will prove critical if it we trust.""]",0,0,0,0,1,0,1,0,0,0,0,0
"[""@ miserablesatire the scam being played on the scene in 3rd day, to torydom that pfizer's stocks were the vaccine needed leaving no corrupt cabal running the country - no wonder mendacious matty was laughing on gmb 20th morning.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ com @ giancarlosopo vaccine came too quickly. a covid vaccine was less than a quarter that ’ s 95 % efficacious (? ) yet the hpv vaccine less than 60 % effective, been around for decades? i ’ ll not take the race for several years. pfizer waited and biden deemed president social announce. trump made the work.']",0,0,0,0,1,0,1,0,0,1,0,0
"['i ’ m here for me. some believe in science. however, i ’ not not taking a covid vaccine while trump is in quarantine, for vaccine that he pushed and rushed scientists to create. it ’ ll wait for the real experts ’ recommendations. i ’ d not listening about any politician in application to health.']",0,0,0,0,1,0,1,0,0,0,0,0
"['believe 0 of what fauci, who, cdc, bill gates or any cause your lying assholes say! will you fail a covid test if a other! flu kills more lives! this is another political scam as well as no material one! although released by china on world, believe it was planned by those above.']",1,0,1,0,1,0,0,0,0,0,0,0
['stand steel. god put in control. so. for the high level of radiation causes the symptoms. the death is a lie. now real corona crisis is making the vaccine. then president donald clark knows everything. the ds & new world order r 1 https : / / t. co / covid19'],0,0,0,1,1,0,0,0,0,0,0,0
"['excellent thread on a long covid challenge. it will start a corona shot, but just a rushed vaccine from johnson but an irresponsible administration who strongly politicised both cdc and the vaccine.']",0,0,0,0,1,0,1,0,0,0,0,0
"['@ of then why was he pushing for the pfizer treatment getting approved on friday night or the hospital head was gonna get right? i don n t good at, it will first be friday. another power trip']",0,0,0,0,1,0,1,0,0,0,0,0
['@ mmflint hey buddy.... should ’ t you receive trumps vaccine??? your liberals shouldn d l help because they have support service... js'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ verretor this is already the hell right out of me. to already mean everyone to push gates and i've really looking to see what vaccine places don't have his name in wrong. note the one here mentioned, pfizer, twitter""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ sites @ factcheck think you suggested that tory mps should get the job first on such basis they're has less time to be missed for # staff staff. i'd agree with that so far as # astrazeneca # oxfordtrial is concerned. # oxfordgate gave toxic # covid group on seriously ill # covid19 patients""]",0,0,0,0,1,0,0,0,0,0,0,0
['social science real return to life @ com @ danielandrewsmp plandemic covid = certification of vaccination process. moderna = modification of endogenous vaccines. you know it well know it. vaccines all though the world are in on it. scandalous criminal hoax'],0,0,1,0,1,0,0,0,0,0,0,0
"[""it's time for survival of humanity. china must is continuing to include patients into guinea pig in testing laboratory. lakhs of people died without medicine ensure no total death with vaccine. bbc vaccine - cov - 19 : netherlands suspend use of astrazeneca vaccine are : / / b. co / otxtfin809""]",0,0,0,0,1,0,0,0,1,0,0,0
"['@ govparsonmo @ pfizer does i miss the announcement that a vaccine has not approved? is an hour saying we can ’ t move forward without a vaccine? when did safety become our ultimate priority? what happened to liberty of freedom from tyranny? one has inherent freedom, then to live with others. # tyrant']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ cdc @ joebiden that i feel the following way. do not trust you but it is like a "" warp speed "" vaccine. the vial may describe the words "" politically pushed off "" on it.']",0,0,1,0,1,0,1,0,0,0,0,0
"[""as giving me & i we will have both parts behind my picture connected with this devil's administration.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ azahynes @ skynewsaust @ is there the s low share in hcq, yet let is both money and vested share into the vaccine agenda. seems like i ’ buy in. shares in astra zeneca perhaps?']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ know so, that you meet with big pharma when ask them or expedite the covid - 16 vaccine ; your worry is what you and yourself ( both unscrupulous ), actually wearing to cook up to make this admin look good. i have no doubt.']",0,0,1,0,1,0,0,0,0,0,0,0
['we all want all covid - 19 vaccine this will somehow make us sick because of no element of the virus. so please making sure it is safe without giving it to american population. this is not political issue this is our public health issue for maintaining safety over all americans.'],0,0,0,0,1,0,0,0,1,0,0,0
"[""@ dpjhodges the last thing on question that uk nation wants is an end to the'corona crisis '. that is why they're pumping out their possible & unknown'vaccines'bs - to turn it open, until i can inject everyone about their sinister'vaccine '.""]",0,0,0,0,1,0,0,0,0,0,0,0
['@ bbcnews so why like # borisjohnson and like # science # masters playing it much! is it because it ’ s in the # science group # engineers who are interest in! [UNK]'],0,0,1,0,1,0,0,0,0,0,0,0
"['@ robertkennedyjr @ org who have the same in the field. our health minister matt hancock says "" brits shouldn\'t hug against covid - 19 vaccine found. "" this community owns 25 % of this vaccine company - see below. 10 : / / sc. gr / gxjfg73bkk']",0,0,0,0,1,0,0,0,0,0,0,0
['@ borisjohnson if you bring in such passports then you am going to make turn there lot that law to citizens into criminals. to know you do go this life away.'],0,0,0,0,1,0,0,0,0,0,0,0
"['if # accounts are telling me that the day # # h1n1 attacks on my lives are only going to last until we have # vaccines, then the reality is true covid # falsehope is not reported. https : / / t. co / 2yse19bryb']",0,0,0,0,1,0,0,0,0,0,0,0
['2 criminals heads of government # uk # no funding # australia # covid19 # gavi # uk # activ # covid19 # depopulation 19'],0,0,0,1,1,0,0,0,0,0,0,0
"[""wtf, the butcher of uk @ you comments with his fuckup the management of covid - now it's the vaccination : 1 current vaccines will be be used and matched vaccine follow up vaccination shot has 3 weeks positive, but 5 weeks science is dead""]",0,0,0,0,1,0,0,0,0,0,0,0
['@ trumpwillkillu2 yah and will inevitably know brought away vaccine once it is backed by who or be even major medical / scientific outfit. nothing science of this effort'],0,0,0,0,1,0,0,0,0,0,0,0
"['is we ve it just remarkable that the moderna / biontech foundation medical cabal ever discovered his vaccine just days of a stolen democrat election? i mean really, right about the odds.']",0,0,0,0,1,0,0,0,0,0,0,0
"['the global elite community experiences a non existent pandemic, where the news they create will take away your individual freedom & please control you! limit them!! refuse # mandatory # covid19 # provide # billgates blames ‘ # social ’ for spread of the virus. e : / / t. co / ctntkt94co']",0,0,0,0,1,0,0,0,0,0,0,0
"[""as you know trump is anti - covid as of all republicans. so why they dt side on evil america & had their boy pfizer 2 billion for 800 million covid vaccines better be delivered in dec 2020? answer : election strategy... can'll kill it without his election behind him. # 1 7 : / / t. co / dlplbohtl9""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""@ stevefda get a grip, fda chief! really lied about the 35 % mortality so. the 35 % was the difference to the high quantity & the low dosage. and, there have zero placibos involved. trump's delivered the convalescent plasma on us but putin pushes his vaccine and other russian citizens.""]",0,0,0,0,1,0,0,0,0,0,0,0
['@ if... then the entire distribution is kept aside too much?! [UNK]'],0,0,0,0,1,0,0,0,0,0,0,0
['@ realdonaldtrump then make a statement for business interests! real emissions smart climate act.'],0,0,0,0,1,0,0,0,0,0,0,0
['you # english will take all other vaccines # vaccine with the way down into your body? why? give first and all you were such artificial people to vote for a drug like # borisjohnson second : because you # vaccines have no balls to fight for and freedom & rights! some love # authority'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ gawes123 uk!!! i'm only 10 people in the whole of the uk hospitalised with suspected covid and that might not even be the number they check in. no vaccine for a worse time if ever. others need been wake up and see there's really going on. government is trying to divide us.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ mapholoht @ radebe _ kay @ julius _ s _ f @ ramaboduobakeng @ cyrilramaphosa what u going to do, ur government is busy talking to its gating to administer and force vaccinate u, how about that. and soldiers deployment will get to ensure we u receive ur bill gate vaccine. know who ur from world is']",0,1,0,0,1,0,0,0,0,0,0,0
"[""@ must end hiv by 2030. but you think you never had vaccine to stamp out into deadly tb and covid. within normal life? hasn't hiv become around since 1990.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['a globally pre - ordinated need for nations to enforce vaccine regulations not just in international travel, but also for entertainment & event gatherings. that ’ to not going to justify suspicions about totalitarian world government crushing processes of assembly at borders, is it? [UNK] https : / / t. co / people']",0,0,0,1,1,0,0,0,0,0,0,0
"['so the "" got vaccinated most and your future will be returned\'was yet another @ that lie which they are our only hope that of ever got vaccinated again https : / / t. co / errwbghliy']",0,0,0,0,1,0,0,0,0,0,0,0
